test,type,interactions,elapsed_time,find_type
test_base,memalloc,1541,0.010000,worst_fit
test_base,memalloc,1541,0.008000,null
test_base,std,1541,0.003000,std
test_base,memalloc,1551,0.009000,first_fit
test_base,memalloc,1551,0.007000,worst_fit
test_base,memalloc,1551,0.013000,null
test_base,std,1551,0.001000,std
test_base,memalloc,1561,0.008000,first_fit
test_base,memalloc,1561,0.009000,worst_fit
test_base,memalloc,1561,0.020000,null
test_base,std,1561,0.002000,std
test_base,memalloc,1571,0.008000,first_fit
test_base,memalloc,1571,0.007000,worst_fit
test_base,memalloc,1571,0.008000,null
test_base,std,1571,0.002000,std
test_base,memalloc,1581,0.007000,first_fit
test_base,memalloc,1581,0.009000,worst_fit
test_base,memalloc,1581,0.008000,null
test_base,std,1581,0.002000,std
test_base,memalloc,1591,0.008000,first_fit
test_base,memalloc,1591,0.008000,worst_fit
test_base,memalloc,1591,0.007000,null
test_base,std,1591,0.001000,std
test_base,memalloc,1601,0.009000,first_fit
test_base,memalloc,1601,0.007000,worst_fit
test_base,memalloc,1601,0.007000,null
test_base,std,1601,0.001000,std
test_base,memalloc,1611,0.009000,first_fit
test_base,memalloc,1611,0.007000,worst_fit
test_base,memalloc,1611,0.009000,null
test_base,std,1611,0.001000,std
test_base,memalloc,1621,0.011000,first_fit
test_base,memalloc,1621,0.008000,worst_fit
test_base,memalloc,1621,0.008000,null
test_base,std,1621,0.003000,std
test_base,memalloc,1631,0.009000,first_fit
test_base,memalloc,1631,0.008000,worst_fit
test_base,memalloc,1631,0.009000,null
test_base,std,1631,0.002000,std
test_base,memalloc,1641,0.009000,first_fit
test_base,memalloc,1641,0.008000,worst_fit
test_base,memalloc,1641,0.007000,null
test_base,std,1641,0.003000,std
test_base,memalloc,1651,0.009000,first_fit
test_base,memalloc,1651,0.011000,worst_fit
test_base,memalloc,1651,0.009000,null
test_base,std,1651,0.002000,std
test_base,memalloc,1661,0.010000,first_fit
test_base,memalloc,1661,0.013000,worst_fit
test_base,memalloc,1661,0.007000,null
test_base,std,1661,0.002000,std
test_base,memalloc,1671,0.007000,first_fit
test_base,memalloc,1671,0.008000,worst_fit
test_base,memalloc,1671,0.009000,null
test_base,std,1671,0.001000,std
test_base,memalloc,1681,0.008000,first_fit
